Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2021-11-11,63580.0,65559.5,65559.5,64393.5,681765600.0,62507.89904877307,65530.769591448305,64162.38939559206,0,0
2021-11-12,63404.0,66387.0,63603.5,65559.5,955110700.0,64547.04664184114,66591.18631367038,65629.22408390672,2,0
2021-11-13,58533.0,63603.5,60100.0,63603.5,2142131300.0,62459.64833515853,65428.72499944345,63958.53361165583,0,0
2021-11-14,58388.0,60890.0,60360.0,60100.0,1258905400.0,59031.42847862046,62570.30950725418,60856.27973676756,0,0
2021-11-15,56460.0,60988.0,56903.5,60360.0,1765707300.0,58919.89165238403,62199.64158066619,60625.08174353583,0,0
2021-11-16,55655.0,58338.0,58076.5,56903.5,1000498100.0,55540.835305172324,58805.41531184696,57341.98465278496,0,0
2021-11-17,57415.5,59862.5,59739.5,58076.5,664355500.0,56788.954380314615,60343.17228650713,58729.713874190355,0,0
2021-11-18,58505.5,60050.0,58650.0,59739.5,654914600.0,58386.95202057143,61028.20535208905,59765.548982505534,0,0
2021-11-19,55560.0,59576.5,56271.0,58650.0,1419633600.0,56904.17306046139,60004.65402161448,58554.14118005566,1,0
2021-11-20,55335.5,57885.5,57546.0,56271.0,1181629700.0,55047.087100673554,57691.43542888906,56447.41287397316,2,0
2021-11-21,55888.0,57755.5,57175.5,57546.0,863038900.0,56434.42109013788,59549.9453604489,58125.33987804429,0,0
2021-11-22,57055.0,59448.5,58976.0,57175.5,887460300.0,55836.020955464344,58642.30277474845,57419.00903932166,0,0
2021-11-23,53511.0,59186.5,53782.0,58976.0,1783383500.0,56013.77907847853,60343.25808574809,58397.05713549708,1,0
2021-11-24,53647.5,55284.0,54750.5,53782.0,569449500.0,52419.23238377668,55382.314205317,54036.83451276648,2,1
2021-11-25,53315.5,57480.5,57343.0,54750.5,907317800.0,53982.43022960444,56446.66505483537,55365.40393234799,0,0
2021-11-26,56737.5,58919.0,57842.5,57343.0,873341400.0,56219.75562364152,58817.44109493089,57736.983273262136,0,0
2021-11-27,55925.0,59282.0,56968.5,57842.5,1345916000.0,56755.13417709502,60593.366177616685,58965.4546828714,0,2
2021-11-28,56497.0,59124.0,57202.0,56968.5,1114520300.0,55032.604613204196,58397.62362004247,56975.48172909981,0,0
2021-11-29,55811.0,57412.0,56508.0,57202.0,1000391600.0,55866.6565498857,58433.723577406454,57377.27462740526,0,0
2021-11-30,51554.5,57699.0,53633.0,56508.0,1889433700.0,55593.819109227705,58017.56182857803,57058.146777415815,0,0
2021-12-01,41498.5,53856.5,49205.0,53633.0,2805872600.0,51904.240416070286,55127.88683966512,53838.13263608617,0,0
2021-12-02,47800.5,49765.0,49434.0,49205.0,801774900.0,47878.3646868081,52340.13500378078,50537.29960097604,0,0
2021-12-03,47156.5,50935.0,50467.0,49434.0,1285109700.0,47572.87916902483,51333.27763527471,49698.32093153309,0,0
2021-12-04,50058.0,51973.5,50618.5,50467.0,785385400.0,48358.5357069781,52417.5300214387,51094.27824943014,0,0
2021-12-05,48639.0,51232.5,50493.5,50618.5,784151500.0,47045.91071837857,51983.93338649954,50042.57277656613,1,0
2021-12-06,47350.0,50839.5,47567.0,50493.5,920742500.0,49219.09776625084,52319.892667320775,51153.07884456401,2,0
2021-12-07,46909.0,50100.0,47161.0,47567.0,1019266500.0,45937.738372532265,49016.67771072279,47783.46218791965,0,0
2021-12-08,46767.5,49496.0,49391.0,47161.0,703781800.0,45987.98014006593,48620.515809846685,47572.99635034334,0,0
2021-12-09,48631.5,50785.0,50066.5,49391.0,577168000.0,48409.902254803885,51262.93132648151,50217.33749872572,0,0
2021-12-10,45707.0,50191.0,46689.5,50066.5,1179530000.0,49026.05890631864,51968.60132554922,50917.002833342514,0,0
2021-12-11,46280.5,48666.0,48356.5,46689.5,891591600.0,45890.66591056518,48824.540234837885,47765.01101930159,0,0
2021-12-12,46532.0,49514.5,48880.0,48356.5,1179756100.0,47269.76810642595,50223.55373335114,49097.44067631401,0,0
2021-12-13,47475.0,49437.0,47630.0,48880.0,693052200.0,47756.09367962646,52311.32716420407,50498.808067353406,0,2
2021-12-14,45422.5,47988.5,46152.0,47630.0,1051363900.0,46481.25058800792,51423.35369033588,49412.80639986823,0,2
2021-12-15,45485.5,47345.5,46829.0,46152.0,537933800.0,45372.015382611564,48278.85073305579,47277.20658752532,0,1
2021-12-16,46408.0,48270.5,46650.5,46829.0,759820400.0,45843.53907000334,49389.574210585684,47989.53071136209,0,0
2021-12-17,45561.0,47532.0,46892.0,46650.5,923172900.0,45697.404622587404,48477.40329999712,47412.37280592651,0,0
2021-12-18,46657.0,49299.0,48879.0,46892.0,841803900.0,45005.38937403314,49019.340715630184,47423.95923082818,0,1
2021-12-19,48451.0,49665.5,48574.5,48879.0,561561700.0,48114.339620910665,51018.60993630681,49911.238589558045,0,2
2021-12-20,48002.0,51368.5,50815.5,48574.5,848398800.0,47251.92702228443,50307.55810811296,49123.6955434981,0,0
2021-12-21,50404.5,51874.0,50800.0,50815.5,746250000.0,49835.69770934081,52229.555409243425,51449.00471274781,0,2
2021-12-22,50005.0,51177.0,50380.0,50800.0,506531400.0,50052.80582682079,52883.40786507413,51751.41617579939,0,2
2021-12-23,49408.5,51314.5,50775.0,50380.0,602764000.0,49934.23467162586,53420.26216797684,52133.959201495345,0,2
2021-12-24,50436.0,52147.0,50700.0,50775.0,725148600.0,49774.441248485724,53718.868258765826,52163.466040668536,0,2
2021-12-25,47242.0,50700.0,47536.0,50700.0,1063412600.0,50367.42519226414,53069.22568602502,52166.731223891155,0,2
2021-12-26,46000.0,48105.0,46415.5,47536.0,942432900.0,46231.73341350822,49475.850234962396,48245.98892044317,0,0
2021-12-27,45872.5,47882.5,47111.0,46415.5,740468800.0,46032.1273688404,49116.44814869725,47881.48786623588,0,0
2021-12-28,45500.0,48546.0,46200.0,47111.0,1045402500.0,45982.64687858746,48804.69101620879,47774.18707681784,0,0
2021-12-29,46192.5,47925.5,47728.5,46200.0,543638500.0,45286.97855958489,48256.02839519828,47164.4769935085,0,1
2021-12-30,46647.5,47992.0,47300.0,47728.5,539072000.0,47208.18881508517,52754.213272293855,50293.868150670794,0,2
